Line #,File Name,variety,plant_stage,treatment,stage_treatment,Peak#,Ret. Time,Area,Height,Mark,ID#,Name,Area%,Subsample Volume (uL),IS Added (ng),IS Conc in Subsample (ng/uL),IS Peak Area,IS Injected (ng),Inj Volume Nominal (uL),Inj Volume Actual (uL),Analyte Mass Injected (ng),Analyte Mass in Subsample (ng),Total Extract Volume (uL),Total Mass of Analyte in Extract (ug),Mass of Tissue Extracted (g),Analyte Concentration in Tissue (ug/g)
966,BP-25 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,16,2.973,3655,998,   ,10,CBD,0.25,1000,50000,50,520528,502.664,10,10.05328,2.575749817,256.2098954,15000,3.843148431,0.1,38.43148431
963,BP-25 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,13,2.512,645222,207889, V ,7,CBDA,44.157,1000,50000,50,520528,502.664,10,10.05328,265.4613022,26405.44203,15000,396.0816304,0.1,3960.816304
958,BP-25 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,8,1.847,23739,9095,   ,5,CBDVA,1.625,1000,50000,50,520528,502.664,10,10.05328,8.86552392,881.8538746,15000,13.22780812,0.1,132.2780812
965,BP-25 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,15,2.795,6530,1920,   ,9,CBG,0.447,1000,50000,50,520528,502.664,10,10.05328,4.362860865,433.9738737,15000,6.509608105,0.1,65.09608105
964,BP-25 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,14,2.625,74373,22998, V ,8,CBGA,5.09,1000,50000,50,520528,502.664,10,10.05328,29.50583425,2934.946033,15000,44.02419049,0.1,440.2419049
970,BP-25 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,20,4.456,1127,185,   ,14,CBN?,0.077,1000,50000,50,520528,502.664,10,10.05328,0.316570379,31.48926309,15000,0.472338946,0.1,4.723389463
960,BP-25 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,10,2.103,5218,2030,   ,6,probably not CBDV,0.357,1000,50000,50,520528,502.664,10,10.05328,3.230421416,321.3300948,15000,4.819951422,0.1,48.19951422
971,BP-25 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,21,6.888,18128,2147,   ,19,THCA-A,1.241,1000,50000,50,520528,502.664,10,10.05328,8.23140477,818.7780277,15000,12.28167042,0.1,122.8167042
969,BP-25 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,19,3.873,9809,1966,   ,13,THCVA,0.671,1000,50000,50,520528,502.664,10,10.05328,3.850525854,383.011898,15000,5.745178469,0.1,57.45178469
952,BP-25 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,2,1.336,33743,14989, V M,,,2.309,1000,50000,50,520528,502.664,10,10.05328,,0,15000,0,0.1,0
953,BP-25 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,3,1.419,2256,1484, V M,,,0.154,1000,50000,50,520528,502.664,10,10.05328,,0,15000,0,0.1,0
955,BP-25 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,5,1.598,4199,2144,   ,,,0.287,1000,50000,50,520528,502.664,10,10.05328,,0,15000,0,0.1,0
956,BP-25 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,6,1.665,12387,3129, V ,,,0.848,1000,50000,50,520528,502.664,10,10.05328,,0,15000,0,0.1,0
959,BP-25 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,9,1.973,2971,716, V ,,,0.203,1000,50000,50,520528,502.664,10,10.05328,,0,15000,0,0.1,0
961,BP-25 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,11,2.283,3165,975,   ,,,0.217,1000,50000,50,520528,502.664,10,10.05328,,0,15000,0,0.1,0
962,BP-25 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,12,2.367,7302,2411, V ,,,0.5,1000,50000,50,520528,502.664,10,10.05328,,0,15000,0,0.1,0
967,BP-25 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,17,3.562,21457,4445,   M,,,1.468,1000,50000,50,520528,502.664,10,10.05328,,0,15000,0,0.1,0
968,BP-25 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,18,3.626,5574,1942, V M,,,0.381,1000,50000,50,520528,502.664,10,10.05328,,0,15000,0,0.1,0
973,BP-25 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,23,10.308,1863,365, V ,,,0.128,1000,50000,50,520528,502.664,10,10.05328,,0,15000,0,0.1,0
974,BP-25 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,24,10.384,4559,537, V ,,,0.312,1000,50000,50,520528,502.664,10,10.05328,,0,15000,0,0.1,0
975,BP-25 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,25,10.678,6848,781, V ,,,0.469,1000,50000,50,520528,502.664,10,10.05328,,0,15000,0,0.1,0
976,BP-25 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,26,10.749,9831,975, V ,,,0.673,1000,50000,50,520528,502.664,10,10.05328,,0,15000,0,0.1,0
977,BP-25 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,27,12.208,1515,344, V ,,,0.104,1000,50000,50,520528,502.664,10,10.05328,,0,15000,0,0.1,0
978,BP-25 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,28,12.301,4576,509, V ,,,0.313,1000,50000,50,520528,502.664,10,10.05328,,0,15000,0,0.1,0
982,BP-27 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,4,1.498,3481,1407,   ,2,1.500 CA unk ,0.326,1000,50000,50,521346,503.482,10,10.06964,1.276023146,126.7198377,15000,1.900797565,0.1,19.00797565
985,BP-27 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,7,1.725,1694,671, V M,4,1.768 CA unk,0.158,1000,50000,50,521346,503.482,10,10.06964,0.616643085,61.23784817,15000,0.918567723,0.1,9.185677226
979,BP-27 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,1,1.251,521346,297858,S  ,1,4-biphenylcarboxylic acid,48.766,1000,50000,50,521346,503.482,10,10.06964,,0,15000,0,0.1,0
998,BP-27 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,20,6.618,1858,272, V ,18,CBC,0.174,1000,50000,50,521346,503.482,10,10.06964,0.626957485,62.26215482,15000,0.933932322,0.1,9.339323223
1000,BP-27 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,22,7.673,9912,873, V ,20,CBCA,0.927,1000,50000,50,521346,503.482,10,10.06964,7.226546041,717.6568419,15000,10.76485263,0.1,107.6485263
994,BP-27 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,16,2.975,16011,4337,   ,10,CBD,1.498,1000,50000,50,521346,503.482,10,10.06964,11.44779275,1136.862167,15000,17.0529325,0.1,170.529325
991,BP-27 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,13,2.513,352965,111022,SV ,7,CBDA,33.016,1000,50000,50,521346,503.482,10,10.06964,142.2538618,14127.00571,15000,211.9050857,0.1,2119.050857
986,BP-27 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,8,1.848,14085,5202,   ,5,CBDVA,1.317,1000,50000,50,521346,503.482,10,10.06964,5.233591155,519.7396486,15000,7.796094728,0.1,77.96094728
993,BP-27 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,15,2.797,2937,801,   ,9,CBG,0.275,1000,50000,50,521346,503.482,10,10.06964,1.920865613,190.7581217,15000,2.861371826,0.1,28.61371826
992,BP-27 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,14,2.621,9741,2592,T  M,8,CBGA,0.911,1000,50000,50,521346,503.482,10,10.06964,3.714337068,368.8649314,15000,5.532973971,0.1,55.32973971
995,BP-27 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,17,3.195,1172,214,   ,11,CBNA?,0.11,1000,50000,50,521346,503.482,10,10.06964,0.448011546,44.49131709,15000,0.667369756,0.1,6.673697563
988,BP-27 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,10,2.105,7540,2490, V ,6,probably not CBDV,0.705,1000,50000,50,521346,503.482,10,10.06964,4.71284331,468.0250049,15000,7.020375074,0.1,70.20375074
999,BP-27 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,21,6.88,9093,1129,   ,19,THCA-A,0.851,1000,50000,50,521346,503.482,10,10.06964,4.1462843,411.7609269,15000,6.176413903,0.1,61.76413903
980,BP-27 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,2,1.388,1885,863,T  M,,,0.176,1000,50000,50,521346,503.482,10,10.06964,,0,15000,0,0.1,0
981,BP-27 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,3,1.418,1806,1201,TV M,,,0.169,1000,50000,50,521346,503.482,10,10.06964,,0,15000,0,0.1,0
983,BP-27 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,5,1.622,3532,1062,   M,,,0.33,1000,50000,50,521346,503.482,10,10.06964,,0,15000,0,0.1,0
984,BP-27 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,6,1.67,7724,2784, V M,,,0.723,1000,50000,50,521346,503.482,10,10.06964,,0,15000,0,0.1,0
987,BP-27 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,9,1.991,6031,1525, V ,,,0.564,1000,50000,50,521346,503.482,10,10.06964,,0,15000,0,0.1,0
989,BP-27 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,11,2.282,5037,1632,   ,,,0.471,1000,50000,50,521346,503.482,10,10.06964,,0,15000,0,0.1,0
990,BP-27 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,12,2.364,12464,3786, V ,,,1.166,1000,50000,50,521346,503.482,10,10.06964,,0,15000,0,0.1,0
996,BP-27 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,18,3.567,50854,10755,   ,,,4.757,1000,50000,50,521346,503.482,10,10.06964,,0,15000,0,0.1,0
997,BP-27 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,19,3.635,25938,7714, V ,,,2.426,1000,50000,50,521346,503.482,10,10.06964,,0,15000,0,0.1,0
1001,BP-27 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,23,12.363,1961,227, V ,,,0.183,1000,50000,50,521346,503.482,10,10.06964,,0,15000,0,0.1,0
1005,BP-28 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,4,1.496,8457,4257,   ,2,1.500 CA unk ,0.379,1000,50000,50,572039,554.175,10,11.0835,3.126873623,282.1196935,15000,4.231795403,0.1,42.31795403
1008,BP-28 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,7,1.732,5332,2141, V ,4,1.768 CA unk,0.239,1000,50000,50,572039,554.175,10,11.0835,1.962641488,177.0777722,15000,2.656166583,0.1,26.56166583
1002,BP-28 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,1,1.25,572039,325616,   M,1,4-biphenylcarboxylic acid,25.617,1000,50000,50,572039,554.175,10,11.0835,,0,15000,0,0.1,0
1023,BP-28 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,22,6.642,33596,4036,   ,18,CBC,1.504,1000,50000,50,572039,554.175,10,11.0835,11.32340544,1021.645278,15000,15.32467917,0.1,153.2467917
1025,BP-28 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,24,7.701,53392,5316,   ,20,CBCA,2.391,1000,50000,50,572039,554.175,10,11.0835,37.75799028,3406.684736,15000,51.10027105,0.1,511.0027105
1017,BP-28 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,16,2.977,121163,32764,   ,10,CBD,5.426,1000,50000,50,572039,554.175,10,11.0835,88.36637593,7972.786207,15000,119.5917931,0.1,1195.917931
1014,BP-28 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,13,2.517,1198649,381511, V ,7,CBDA,53.678,1000,50000,50,572039,554.175,10,11.0835,503.7131569,45447.12022,15000,681.7068033,0.1,6817.068033
1009,BP-28 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,8,1.852,6583,2403,   ,5,CBDVA,0.295,1000,50000,50,572039,554.175,10,11.0835,2.428077623,219.0713784,15000,3.286070676,0.1,32.86070676
1016,BP-28 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,15,2.8,5698,1698,   ,9,CBG,0.255,1000,50000,50,572039,554.175,10,11.0835,3.793151895,342.2341224,15000,5.133511835,0.1,51.33511835
1015,BP-28 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,14,2.63,39288,12188, V ,8,CBGA,1.759,1000,50000,50,572039,554.175,10,11.0835,15.3938762,1388.900275,15000,20.83350413,0.1,208.3350413
1022,BP-28 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,21,5.349,10874,1176,   ,15,delta-9-THC,0.487,1000,50000,50,572039,554.175,10,11.0835,7.959836864,718.1699701,15000,10.77254955,0.1,107.7254955
1011,BP-28 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,10,2.109,10795,3349, V ,6,probably not CBDV,0.483,1000,50000,50,572039,554.175,10,11.0835,6.810616645,614.4824871,15000,9.217237306,0.1,92.17237306
1024,BP-28 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,23,6.909,35449,3879, V ,19,THCA-A,1.587,1000,50000,50,572039,554.175,10,11.0835,16.03066004,1446.353592,15000,21.69530388,0.1,216.9530388
1020,BP-28 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,19,4.165,1563,300,   ,13,THCVA,0.07,1000,50000,50,572039,554.175,10,11.0835,0.599630155,54.10115534,15000,0.81151733,0.1,8.115173301
1003,BP-28 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,2,1.368,6827,1821,SV M,,,0.306,1000,50000,50,572039,554.175,10,11.0835,,0,15000,0,0.1,0
1004,BP-28 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,3,1.421,3762,2581,T  ,,,0.168,1000,50000,50,572039,554.175,10,11.0835,,0,15000,0,0.1,0
1006,BP-28 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,5,1.599,7129,2857,   ,,,0.319,1000,50000,50,572039,554.175,10,11.0835,,0,15000,0,0.1,0
1007,BP-28 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,6,1.637,9787,2689, V ,,,0.438,1000,50000,50,572039,554.175,10,11.0835,,0,15000,0,0.1,0
1010,BP-28 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,9,2.008,15349,3206, V ,,,0.687,1000,50000,50,572039,554.175,10,11.0835,,0,15000,0,0.1,0
1012,BP-28 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,11,2.283,4629,1608,   ,,,0.207,1000,50000,50,572039,554.175,10,11.0835,,0,15000,0,0.1,0
1013,BP-28 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,12,2.365,13998,4390, V ,,,0.627,1000,50000,50,572039,554.175,10,11.0835,,0,15000,0,0.1,0
1018,BP-28 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,17,3.57,38997,8311,   ,,,1.746,1000,50000,50,572039,554.175,10,11.0835,,0,15000,0,0.1,0
1019,BP-28 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,18,3.638,23970,6863, V ,,,1.073,1000,50000,50,572039,554.175,10,11.0835,,0,15000,0,0.1,0
1021,BP-28 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,20,4.872,3068,539,   ,,,0.137,1000,50000,50,572039,554.175,10,11.0835,,0,15000,0,0.1,0
1026,BP-28 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,25,12.351,2647,281, V ,,,0.119,1000,50000,50,572039,554.175,10,11.0835,,0,15000,0,0.1,0
1030,BP-29 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,4,1.497,5099,2364,   ,2,1.500 CA unk ,0.346,1000,50000,50,518967,501.103,10,10.02206,1.876063856,187.1934369,15000,2.807901554,0.1,28.07901554
1033,BP-29 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,7,1.734,5017,2164, V ,4,1.768 CA unk,0.341,1000,50000,50,518967,501.103,10,10.02206,1.845603516,184.1541076,15000,2.762311614,0.1,27.62311614
1027,BP-29 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,1,1.25,518967,301982,   ,1,4-biphenylcarboxylic acid,35.225,1000,50000,50,518967,501.103,10,10.02206,,0,15000,0,0.1,0
1050,BP-29 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,24,6.643,4951,701,   ,18,CBC,0.336,1000,50000,50,518967,501.103,10,10.02206,1.669994532,166.6318633,15000,2.49947795,0.1,24.9947795
1052,BP-29 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,26,7.727,15303,1456,   ,20,CBCA,1.039,1000,50000,50,518967,501.103,10,10.02206,11.06960495,1104.523915,15000,16.56785873,0.1,165.6785873
1042,BP-29 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,16,2.977,60007,16074,   ,10,CBD,4.073,1000,50000,50,518967,501.103,10,10.02206,43.46386008,4336.818985,15000,65.05228477,0.1,650.5228477
1039,BP-29 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,13,2.518,617113,197703, V ,7,CBDA,41.887,1000,50000,50,518967,501.103,10,10.02206,253.5100424,25295.20302,15000,379.4280453,0.1,3794.280453
1034,BP-29 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,8,1.851,39599,16486,   ,5,CBDVA,2.688,1000,50000,50,518967,501.103,10,10.02206,14.86215395,1482.944021,15000,22.24416031,0.1,222.4416031
1041,BP-29 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,15,2.8,5895,1764,   ,9,CBG,0.4,1000,50000,50,518967,501.103,10,10.02206,3.927857533,391.9211752,15000,5.878817628,0.1,58.78817628
1040,BP-29 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,14,2.632,25765,8046, V ,8,CBGA,1.749,1000,50000,50,518967,501.103,10,10.02206,10.01256238,999.0523282,15000,14.98578492,0.1,149.8578492
1047,BP-29 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,21,4.43,1360,277,   ,14,CBN?,0.092,1000,50000,50,518967,501.103,10,10.02206,0.383191258,38.23477987,15000,0.573521698,0.1,5.73521698
1043,BP-29 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,17,3.217,1225,219,   ,11,CBNA?,0.083,1000,50000,50,518967,501.103,10,10.02206,0.468530416,46.74991132,15000,0.70124867,0.1,7.012486697
1049,BP-29 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,23,5.358,4436,567, V ,15,delta-9-THC,0.301,1000,50000,50,518967,501.103,10,10.02206,3.214158142,320.7083316,15000,4.810624975,0.1,48.10624975
1037,BP-29 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,11,2.105,8955,2957, V ,6,probably not CBDV,0.608,1000,50000,50,518967,501.103,10,10.02206,5.622368356,560.9992712,15000,8.414989068,0.1,84.14989068
1051,BP-29 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,25,6.922,15838,1953,   ,19,THCA-A,1.075,1000,50000,50,518967,501.103,10,10.02206,7.197508171,718.1665417,15000,10.77249813,0.1,107.7249813
1046,BP-29 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,20,3.998,1015,250,   ,13,THCVA,0.069,1000,50000,50,518967,501.103,10,10.02206,0.387299439,38.64469369,15000,0.579670405,0.1,5.796704054
1028,BP-29 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,2,1.337,78689,38605, V M,,,5.341,1000,50000,50,518967,501.103,10,10.02206,,0,15000,0,0.1,0
1029,BP-29 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,3,1.418,1433,943, V M,,,0.097,1000,50000,50,518967,501.103,10,10.02206,,0,15000,0,0.1,0
1031,BP-29 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,5,1.599,2917,1385,   ,,,0.198,1000,50000,50,518967,501.103,10,10.02206,,0,15000,0,0.1,0
1032,BP-29 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,6,1.67,6230,1920, V ,,,0.423,1000,50000,50,518967,501.103,10,10.02206,,0,15000,0,0.1,0
1035,BP-29 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,9,1.975,3524,1214, V M,,,0.239,1000,50000,50,518967,501.103,10,10.02206,,0,15000,0,0.1,0
1036,BP-29 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,10,2.021,6456,1542, V M,,,0.438,1000,50000,50,518967,501.103,10,10.02206,,0,15000,0,0.1,0
1038,BP-29 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,12,2.37,7458,2477,   ,,,0.506,1000,50000,50,518967,501.103,10,10.02206,,0,15000,0,0.1,0
1044,BP-29 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,18,3.569,21574,4575,   ,,,1.464,1000,50000,50,518967,501.103,10,10.02206,,0,15000,0,0.1,0
1045,BP-29 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,19,3.637,13166,3760, V ,,,0.894,1000,50000,50,518967,501.103,10,10.02206,,0,15000,0,0.1,0
1048,BP-29 undiluted + 50ug IS 10uL run 1-14-26.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,22,4.895,1287,279,   ,,,0.087,1000,50000,50,518967,501.103,10,10.02206,,0,15000,0,0.1,0
2311,BP-30 undiluted + 50ug IS 10uL run 1-17-52.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,3,1.51,20906,9256,   ,3,1.515 CN unk,1.064,1000,50000,50,539336,521.472,10,10.42944,13.41831524,1286.580606,15000,19.2987091,0.1,192.987091
2314,BP-30 undiluted + 50ug IS 10uL run 1-17-52.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,6,1.732,5523,2641, V ,4,1.768 CA unk,0.281,1000,50000,50,539336,521.472,10,10.42944,2.033640307,194.9903645,15000,2.924855468,0.1,29.24855468
2309,BP-30 undiluted + 50ug IS 10uL run 1-17-52.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,1,1.252,539336,293267,   ,1,4-biphenylcarboxylic acid,27.459,1000,50000,50,539336,521.472,10,10.42944,,0,15000,0,0.1,0
2333,BP-30 undiluted + 50ug IS 10uL run 1-17-52.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,25,5.968,1303,207,   ,17,5.934 CA unk,0.066,1000,50000,50,539336,521.472,10,10.42944,0.601233616,57.64773718,15000,0.864716058,0.1,8.647160577
2336,BP-30 undiluted + 50ug IS 10uL run 1-17-52.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,28,6.616,13120,1485, V ,18,CBC,0.668,1000,50000,50,539336,521.472,10,10.42944,4.423710131,424.1560554,15000,6.362340831,0.1,63.62340831
2340,BP-30 undiluted + 50ug IS 10uL run 1-17-52.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,32,7.645,30596,2852,   ,20,CBCA,1.558,1000,50000,50,539336,521.472,10,10.42944,21.85617312,2095.622883,15000,31.43434325,0.1,314.3434325
2324,BP-30 undiluted + 50ug IS 10uL run 1-17-52.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,16,2.972,42445,11383,   ,10,CBD,2.161,1000,50000,50,539336,521.472,10,10.42944,30.63932815,2937.773088,15000,44.06659631,0.1,440.6659631
2321,BP-30 undiluted + 50ug IS 10uL run 1-17-52.lcd,bialobrzeskie,post,aphidfree,post_aphidfree,13,2.51,801334,254873, V ,7,CBDA,40.798,1000,50000,50,539336,521.472,10,10.42944,332.1421511,31846.59494,15000,477.698924,0.1,4776.98924
